Icon Name,Variant,URL
House-affected,black,https://raw.githubusercontent.com/UN-OCHA/humanitarian-icons/main/SVG/black/House-affected.svg
House-affected,white,https://raw.githubusercontent.com/UN-OCHA/humanitarian-icons/main/SVG/white/House-affected.svg
House-burned,UN-blue,https://raw.githubusercontent.com/UN-OCHA/humanitarian-icons/main/SVG/UN-blue/House-burned.svg
House-burned,black,https://raw.githubusercontent.com/UN-OCHA/humanitarian-icons/main/SVG/black/House-burned.svg
House-burned,white,https://raw.githubusercontent.com/UN-OCHA/humanitarian-icons/main/SVG/white/House-burned.svg
House-destroyed,UN-blue,https://raw.githubusercontent.com/UN-OCHA/humanitarian-icons/main/SVG/UN-blue/House-destroyed.svg
House-destroyed,black,https://raw.githubusercontent.com/UN-OCHA/humanitarian-icons/main/SVG/black/House-destroyed.svg
House-destroyed,white,https://raw.githubusercontent.com/UN-OCHA/humanitarian-icons/main/SVG/white/House-destroyed.svg
House-lockdown,UN-blue,https://raw.githubusercontent.com/UN-OCHA/humanitarian-icons/main/SVG/UN-blue/House-lockdown.svg
House-lockdown,black,https://raw.githubusercontent.com/UN-OCHA/humanitarian-icons/main/SVG/black/House-lockdown.svg
House-lockdown,white,https://raw.githubusercontent.com/UN-OCHA/humanitarian-icons/main/SVG/white/House-lockdown.svg
House-not-affected,UN-blue,https://raw.githubusercontent.com/UN-OCHA/humanitarian-icons/main/SVG/UN-blue/House-not-affected.svg
House-not-affected,black,https://raw.githubusercontent.com/UN-OCHA/humanitarian-icons/main/SVG/black/House-not-affected.svg
House-not-affected,white,https://raw.githubusercontent.com/UN-OCHA/humanitarian-icons/main/SVG/white/House-not-affected.svg
House,UN-blue,https://raw.githubusercontent.com/UN-OCHA/humanitarian-icons/main/SVG/UN-blue/House.svg
House,black,https://raw.githubusercontent.com/UN-OCHA/humanitarian-icons/main/SVG/black/House.svg
House,white,https://raw.githubusercontent.com/UN-OCHA/humanitarian-icons/main/SVG/white/House.svg
Humanitarian-access,UN-blue,https://raw.githubusercontent.com/UN-OCHA/humanitarian-icons/main/SVG/UN-blue/Humanitarian-access.svg
Humanitarian-access,black,https://raw.githubusercontent.com/UN-OCHA/humanitarian-icons/main/SVG/black/Humanitarian-access.svg
Humanitarian-access,white,https://raw.githubusercontent.com/UN-OCHA/humanitarian-icons/main/SVG/white/Humanitarian-access.svg
Humanitarian-programme-cycle,UN-blue,https://raw.githubusercontent.com/UN-OCHA/humanitarian-icons/main/SVG/UN-blue/Humanitarian-programme-cycle.svg
Humanitarian-programme-cycle,black,https://raw.githubusercontent.com/UN-OCHA/humanitarian-icons/main/SVG/black/Humanitarian-programme-cycle.svg
Humanitarian-programme-cycle,white,https://raw.githubusercontent.com/UN-OCHA/humanitarian-icons/main/SVG/white/Humanitarian-programme-cycle.svg
IDP-refugee-camp,UN-blue,https://raw.githubusercontent.com/UN-OCHA/humanitarian-icons/main/SVG/UN-blue/IDP-refugee-camp.svg
IDP-refugee-camp,black,https://raw.githubusercontent.com/UN-OCHA/humanitarian-icons/main/SVG/black/IDP-refugee-camp.svg
IDP-refugee-camp,white,https://raw.githubusercontent.com/UN-OCHA/humanitarian-icons/main/SVG/white/IDP-refugee-camp.svg
Indigenous people,UN-blue,https://raw.githubusercontent.com/UN-OCHA/humanitarian-icons/main/SVG/UN-blue/Indigenous people.svg
Indigenous people,black,https://raw.githubusercontent.com/UN-OCHA/humanitarian-icons/main/SVG/black/Indigenous people.svg
Indigenous people,white,https://raw.githubusercontent.com/UN-OCHA/humanitarian-icons/main/SVG/white/Indigenous people.svg
Infant,UN-blue,https://raw.githubusercontent.com/UN-OCHA/humanitarian-icons/main/SVG/UN-blue/Infant.svg
Infant,black,https://raw.githubusercontent.com/UN-OCHA/humanitarian-icons/main/SVG/black/Infant.svg
Infant,white,https://raw.githubusercontent.com/UN-OCHA/humanitarian-icons/main/SVG/white/Infant.svg
Infected,UN-blue,https://raw.githubusercontent.com/UN-OCHA/humanitarian-icons/main/SVG/UN-blue/Infected.svg
Infected,black,https://raw.githubusercontent.com/UN-OCHA/humanitarian-icons/main/SVG/black/Infected.svg
Infected,white,https://raw.githubusercontent.com/UN-OCHA/humanitarian-icons/main/SVG/white/Infected.svg
Infection-control,UN-blue,https://raw.githubusercontent.com/UN-OCHA/humanitarian-icons/main/SVG/UN-blue/Infection-control.svg
Infection-control,black,https://raw.githubusercontent.com/UN-OCHA/humanitarian-icons/main/SVG/black/Infection-control.svg
Infection-control,white,https://raw.githubusercontent.com/UN-OCHA/humanitarian-icons/main/SVG/white/Infection-control.svg
Information-management,UN-blue,https://raw.githubusercontent.com/UN-OCHA/humanitarian-icons/main/SVG/UN-blue/Information-management.svg
Information-management,black,https://raw.githubusercontent.com/UN-OCHA/humanitarian-icons/main/SVG/black/Information-management.svg
Information-management,white,https://raw.githubusercontent.com/UN-OCHA/humanitarian-icons/main/SVG/white/Information-management.svg
Information-technology,UN-blue,https://raw.githubusercontent.com/UN-OCHA/humanitarian-icons/main/SVG/UN-blue/Information-technology.svg
Information-technology,black,https://raw.githubusercontent.com/UN-OCHA/humanitarian-icons/main/SVG/black/Information-technology.svg
Information-technology,white,https://raw.githubusercontent.com/UN-OCHA/humanitarian-icons/main/SVG/white/Information-technology.svg
Infrastructure,UN-blue,https://raw.githubusercontent.com/UN-OCHA/humanitarian-icons/main/SVG/UN-blue/Infrastructure.svg
Infrastructure,black,https://raw.githubusercontent.com/UN-OCHA/humanitarian-icons/main/SVG/black/Infrastructure.svg
Infrastructure,white,https://raw.githubusercontent.com/UN-OCHA/humanitarian-icons/main/SVG/white/Infrastructure.svg
Injured,UN-blue,https://raw.githubusercontent.com/UN-OCHA/humanitarian-icons/main/SVG/UN-blue/Injured.svg
Injured,black,https://raw.githubusercontent.com/UN-OCHA/humanitarian-icons/main/SVG/black/Injured.svg
Injured,white,https://raw.githubusercontent.com/UN-OCHA/humanitarian-icons/main/SVG/white/Injured.svg
Innovation,UN-blue,https://raw.githubusercontent.com/UN-OCHA/humanitarian-icons/main/SVG/UN-blue/Innovation.svg
Innovation,black,https://raw.githubusercontent.com/UN-OCHA/humanitarian-icons/main/SVG/black/Innovation.svg
Innovation,white,https://raw.githubusercontent.com/UN-OCHA/humanitarian-icons/main/SVG/white/Innovation.svg
Insect-infestation,UN-blue,https://raw.githubusercontent.com/UN-OCHA/humanitarian-icons/main/SVG/UN-blue/Insect-infestation.svg
Insect-infestation,black,https://raw.githubusercontent.com/UN-OCHA/humanitarian-icons/main/SVG/black/Insect-infestation.svg
Insect-infestation,white,https://raw.githubusercontent.com/UN-OCHA/humanitarian-icons/main/SVG/white/Insect-infestation.svg
Internally-displaced,UN-blue,https://raw.githubusercontent.com/UN-OCHA/humanitarian-icons/main/SVG/UN-blue/Internally-displaced.svg
Internally-displaced,black,https://raw.githubusercontent.com/UN-OCHA/humanitarian-icons/main/SVG/black/Internally-displaced.svg
Internally-displaced,white,https://raw.githubusercontent.com/UN-OCHA/humanitarian-icons/main/SVG/white/Internally-displaced.svg
Internet,UN-blue,https://raw.githubusercontent.com/UN-OCHA/humanitarian-icons/main/SVG/UN-blue/Internet.svg
Internet,black,https://raw.githubusercontent.com/UN-OCHA/humanitarian-icons/main/SVG/black/Internet.svg
Internet,white,https://raw.githubusercontent.com/UN-OCHA/humanitarian-icons/main/SVG/white/Internet.svg
Kitchen-set,UN-blue,https://raw.githubusercontent.com/UN-OCHA/humanitarian-icons/main/SVG/UN-blue/Kitchen-set.svg
Kitchen-set,black,https://raw.githubusercontent.com/UN-OCHA/humanitarian-icons/main/SVG/black/Kitchen-set.svg
Kitchen-set,white,https://raw.githubusercontent.com/UN-OCHA/humanitarian-icons/main/SVG/white/Kitchen-set.svg
Laboratory,UN-blue,https://raw.githubusercontent.com/UN-OCHA/humanitarian-icons/main/SVG/UN-blue/Laboratory.svg
Laboratory,black,https://raw.githubusercontent.com/UN-OCHA/humanitarian-icons/main/SVG/black/Laboratory.svg
Laboratory,white,https://raw.githubusercontent.com/UN-OCHA/humanitarian-icons/main/SVG/white/Laboratory.svg
Landslide-mudslide,UN-blue,https://raw.githubusercontent.com/UN-OCHA/humanitarian-icons/main/SVG/UN-blue/Landslide-mudslide.svg
Landslide-mudslide,black,https://raw.githubusercontent.com/UN-OCHA/humanitarian-icons/main/SVG/black/Landslide-mudslide.svg
Landslide-mudslide,white,https://raw.githubusercontent.com/UN-OCHA/humanitarian-icons/main/SVG/white/Landslide-mudslide.svg
Laptop,UN-blue,https://raw.githubusercontent.com/UN-OCHA/humanitarian-icons/main/SVG/UN-blue/Laptop.svg
Laptop,black,https://raw.githubusercontent.com/UN-OCHA/humanitarian-icons/main/SVG/black/Laptop.svg
Laptop,white,https://raw.githubusercontent.com/UN-OCHA/humanitarian-icons/main/SVG/white/Laptop.svg
Latrine-cabin,UN-blue,https://raw.githubusercontent.com/UN-OCHA/humanitarian-icons/main/SVG/UN-blue/Latrine-cabin.svg
Latrine-cabin,black,https://raw.githubusercontent.com/UN-OCHA/humanitarian-icons/main/SVG/black/Latrine-cabin.svg
Latrine-cabin,white,https://raw.githubusercontent.com/UN-OCHA/humanitarian-icons/main/SVG/white/Latrine-cabin.svg
Leadership,UN-blue,https://raw.githubusercontent.com/UN-OCHA/humanitarian-icons/main/SVG/UN-blue/Leadership.svg
Leadership,black,https://raw.githubusercontent.com/UN-OCHA/humanitarian-icons/main/SVG/black/Leadership.svg
Leadership,white,https://raw.githubusercontent.com/UN-OCHA/humanitarian-icons/main/SVG/white/Leadership.svg
Learning,UN-blue,https://raw.githubusercontent.com/UN-OCHA/humanitarian-icons/main/SVG/UN-blue/Learning.svg
Learning,black,https://raw.githubusercontent.com/UN-OCHA/humanitarian-icons/main/SVG/black/Learning.svg
Learning,white,https://raw.githubusercontent.com/UN-OCHA/humanitarian-icons/main/SVG/white/Learning.svg
Life-saving,UN-blue,https://raw.githubusercontent.com/UN-OCHA/humanitarian-icons/main/SVG/UN-blue/Life-saving.svg
Life-saving,black,https://raw.githubusercontent.com/UN-OCHA/humanitarian-icons/main/SVG/black/Life-saving.svg
Life-saving,white,https://raw.githubusercontent.com/UN-OCHA/humanitarian-icons/main/SVG/white/Life-saving.svg
Link,UN-blue,https://raw.githubusercontent.com/UN-OCHA/humanitarian-icons/main/SVG/UN-blue/Link.svg
Link,black,https://raw.githubusercontent.com/UN-OCHA/humanitarian-icons/main/SVG/black/Link.svg
Link,white,https://raw.githubusercontent.com/UN-OCHA/humanitarian-icons/main/SVG/white/Link.svg
Live-geoservices,UN-blue,https://raw.githubusercontent.com/UN-OCHA/humanitarian-icons/main/SVG/UN-blue/Live-geoservices.svg
Live-geoservices,black,https://raw.githubusercontent.com/UN-OCHA/humanitarian-icons/main/SVG/black/Live-geoservices.svg
Live-geoservices,white,https://raw.githubusercontent.com/UN-OCHA/humanitarian-icons/main/SVG/white/Live-geoservices.svg
Livelihood,UN-blue,https://raw.githubusercontent.com/UN-OCHA/humanitarian-icons/main/SVG/UN-blue/Livelihood.svg
Livelihood,black,https://raw.githubusercontent.com/UN-OCHA/humanitarian-icons/main/SVG/black/Livelihood.svg
Livelihood,white,https://raw.githubusercontent.com/UN-OCHA/humanitarian-icons/main/SVG/white/Livelihood.svg
Livestock,UN-blue,https://raw.githubusercontent.com/UN-OCHA/humanitarian-icons/main/SVG/UN-blue/Livestock.svg
Livestock,black,https://raw.githubusercontent.com/UN-OCHA/humanitarian-icons/main/SVG/black/Livestock.svg
Livestock,white,https://raw.githubusercontent.com/UN-OCHA/humanitarian-icons/main/SVG/white/Livestock.svg
Location-lockdown,UN-blue,https://raw.githubusercontent.com/UN-OCHA/humanitarian-icons/main/SVG/UN-blue/Location-lockdown.svg
Location-lockdown,black,https://raw.githubusercontent.com/UN-OCHA/humanitarian-icons/main/SVG/black/Location-lockdown.svg
Location-lockdown,white,https://raw.githubusercontent.com/UN-OCHA/humanitarian-icons/main/SVG/white/Location-lockdown.svg
Location,UN-blue,https://raw.githubusercontent.com/UN-OCHA/humanitarian-icons/main/SVG/UN-blue/Location.svg
Location,black,https://raw.githubusercontent.com/UN-OCHA/humanitarian-icons/main/SVG/black/Location.svg
Location,white,https://raw.githubusercontent.com/UN-OCHA/humanitarian-icons/main/SVG/white/Location.svg
Locust-infestation,UN-blue,https://raw.githubusercontent.com/UN-OCHA/humanitarian-icons/main/SVG/UN-blue/Locust-infestation.svg
Locust-infestation,black,https://raw.githubusercontent.com/UN-OCHA/humanitarian-icons/main/SVG/black/Locust-infestation.svg
Locust-infestation,white,https://raw.githubusercontent.com/UN-OCHA/humanitarian-icons/main/SVG/white/Locust-infestation.svg
Logistics,UN-blue,https://raw.githubusercontent.com/UN-OCHA/humanitarian-icons/main/SVG/UN-blue/Logistics.svg
Logistics,black,https://raw.githubusercontent.com/UN-OCHA/humanitarian-icons/main/SVG/black/Logistics.svg
Logistics,white,https://raw.githubusercontent.com/UN-OCHA/humanitarian-icons/main/SVG/white/Logistics.svg
Map,UN-blue,https://raw.githubusercontent.com/UN-OCHA/humanitarian-icons/main/SVG/UN-blue/Map.svg
Map,black,https://raw.githubusercontent.com/UN-OCHA/humanitarian-icons/main/SVG/black/Map.svg
Map,white,https://raw.githubusercontent.com/UN-OCHA/humanitarian-icons/main/SVG/white/Map.svg
Market-closed,UN-blue,https://raw.githubusercontent.com/UN-OCHA/humanitarian-icons/main/SVG/UN-blue/Market-closed.svg
Market-closed,black,https://raw.githubusercontent.com/UN-OCHA/humanitarian-icons/main/SVG/black/Market-closed.svg
Market-closed,white,https://raw.githubusercontent.com/UN-OCHA/humanitarian-icons/main/SVG/white/Market-closed.svg
Market,UN-blue,https://raw.githubusercontent.com/UN-OCHA/humanitarian-icons/main/SVG/UN-blue/Market.svg
Market,black,https://raw.githubusercontent.com/UN-OCHA/humanitarian-icons/main/SVG/black/Market.svg
Market,white,https://raw.githubusercontent.com/UN-OCHA/humanitarian-icons/main/SVG/white/Market.svg
Mask,UN-blue,https://raw.githubusercontent.com/UN-OCHA/humanitarian-icons/main/SVG/UN-blue/Mask.svg
Mask,black,https://raw.githubusercontent.com/UN-OCHA/humanitarian-icons/main/SVG/black/Mask.svg
Mask,white,https://raw.githubusercontent.com/UN-OCHA/humanitarian-icons/main/SVG/white/Mask.svg
Mattress,UN-blue,https://raw.githubusercontent.com/UN-OCHA/humanitarian-icons/main/SVG/UN-blue/Mattress.svg
Mattress,black,https://raw.githubusercontent.com/UN-OCHA/humanitarian-icons/main/SVG/black/Mattress.svg
Mattress,white,https://raw.githubusercontent.com/UN-OCHA/humanitarian-icons/main/SVG/white/Mattress.svg
Medical-supply,UN-blue,https://raw.githubusercontent.com/UN-OCHA/humanitarian-icons/main/SVG/UN-blue/Medical-supply.svg
Medical-supply,black,https://raw.githubusercontent.com/UN-OCHA/humanitarian-icons/main/SVG/black/Medical-supply.svg
Medical-supply,white,https://raw.githubusercontent.com/UN-OCHA/humanitarian-icons/main/SVG/white/Medical-supply.svg
Medicine,UN-blue,https://raw.githubusercontent.com/UN-OCHA/humanitarian-icons/main/SVG/UN-blue/Medicine.svg
Medicine,black,https://raw.githubusercontent.com/UN-OCHA/humanitarian-icons/main/SVG/black/Medicine.svg
Medicine,white,https://raw.githubusercontent.com/UN-OCHA/humanitarian-icons/main/SVG/white/Medicine.svg
Meeting,UN-blue,https://raw.githubusercontent.com/UN-OCHA/humanitarian-icons/main/SVG/UN-blue/Meeting.svg
Meeting,black,https://raw.githubusercontent.com/UN-OCHA/humanitarian-icons/main/SVG/black/Meeting.svg
Meeting,white,https://raw.githubusercontent.com/UN-OCHA/humanitarian-icons/main/SVG/white/Meeting.svg
Menu,UN-blue,https://raw.githubusercontent.com/UN-OCHA/humanitarian-icons/main/SVG/UN-blue/Menu.svg
Menu,black,https://raw.githubusercontent.com/UN-OCHA/humanitarian-icons/main/SVG/black/Menu.svg
Menu,white,https://raw.githubusercontent.com/UN-OCHA/humanitarian-icons/main/SVG/white/Menu.svg
Military-gate,UN-blue,https://raw.githubusercontent.com/UN-OCHA/humanitarian-icons/main/SVG/UN-blue/Military-gate.svg
Military-gate,black,https://raw.githubusercontent.com/UN-OCHA/humanitarian-icons/main/SVG/black/Military-gate.svg
Military-gate,white,https://raw.githubusercontent.com/UN-OCHA/humanitarian-icons/main/SVG/white/Military-gate.svg
Mine,UN-blue,https://raw.githubusercontent.com/UN-OCHA/humanitarian-icons/main/SVG/UN-blue/Mine.svg
Mine,black,https://raw.githubusercontent.com/UN-OCHA/humanitarian-icons/main/SVG/black/Mine.svg
Mine,white,https://raw.githubusercontent.com/UN-OCHA/humanitarian-icons/main/SVG/white/Mine.svg
Missing,UN-blue,https://raw.githubusercontent.com/UN-OCHA/humanitarian-icons/main/SVG/UN-blue/Missing.svg
Missing,black,https://raw.githubusercontent.com/UN-OCHA/humanitarian-icons/main/SVG/black/Missing.svg
Missing,white,https://raw.githubusercontent.com/UN-OCHA/humanitarian-icons/main/SVG/white/Missing.svg
Mobile-clinic,UN-blue,https://raw.githubusercontent.com/UN-OCHA/humanitarian-icons/main/SVG/UN-blue/Mobile-clinic.svg
Mobile-clinic,black,https://raw.githubusercontent.com/UN-OCHA/humanitarian-icons/main/SVG/black/Mobile-clinic.svg
Mobile-clinic,white,https://raw.githubusercontent.com/UN-OCHA/humanitarian-icons/main/SVG/white/Mobile-clinic.svg
Mobile-phone,UN-blue,https://raw.githubusercontent.com/UN-OCHA/humanitarian-icons/main/SVG/UN-blue/Mobile-phone.svg
Mobile-phone,black,https://raw.githubusercontent.com/UN-OCHA/humanitarian-icons/main/SVG/black/Mobile-phone.svg
Mobile-phone,white,https://raw.githubusercontent.com/UN-OCHA/humanitarian-icons/main/SVG/white/Mobile-phone.svg
Monitor,UN-blue,https://raw.githubusercontent.com/UN-OCHA/humanitarian-icons/main/SVG/UN-blue/Monitor.svg
Monitor,black,https://raw.githubusercontent.com/UN-OCHA/humanitarian-icons/main/SVG/black/Monitor.svg
Monitor,white,https://raw.githubusercontent.com/UN-OCHA/humanitarian-icons/main/SVG/white/Monitor.svg
Monitoring,UN-blue,https://raw.githubusercontent.com/UN-OCHA/humanitarian-icons/main/SVG/UN-blue/Monitoring.svg
Monitoring,black,https://raw.githubusercontent.com/UN-OCHA/humanitarian-icons/main/SVG/black/Monitoring.svg
Monitoring,white,https://raw.githubusercontent.com/UN-OCHA/humanitarian-icons/main/SVG/white/Monitoring.svg
More-options,UN-blue,https://raw.githubusercontent.com/UN-OCHA/humanitarian-icons/main/SVG/UN-blue/More-options.svg
More-options,black,https://raw.githubusercontent.com/UN-OCHA/humanitarian-icons/main/SVG/black/More-options.svg
More-options,white,https://raw.githubusercontent.com/UN-OCHA/humanitarian-icons/main/SVG/white/More-options.svg
Mosque,UN-blue,https://raw.githubusercontent.com/UN-OCHA/humanitarian-icons/main/SVG/UN-blue/Mosque.svg
Mosque,black,https://raw.githubusercontent.com/UN-OCHA/humanitarian-icons/main/SVG/black/Mosque.svg
Mosque,white,https://raw.githubusercontent.com/UN-OCHA/humanitarian-icons/main/SVG/white/Mosque.svg
Mosquito-net,UN-blue,https://raw.githubusercontent.com/UN-OCHA/humanitarian-icons/main/SVG/UN-blue/Mosquito-net.svg
Mosquito-net,black,https://raw.githubusercontent.com/UN-OCHA/humanitarian-icons/main/SVG/black/Mosquito-net.svg
Mosquito-net,white,https://raw.githubusercontent.com/UN-OCHA/humanitarian-icons/main/SVG/white/Mosquito-net.svg
Multi-cluster-sector,UN-blue,https://raw.githubusercontent.com/UN-OCHA/humanitarian-icons/main/SVG/UN-blue/Multi-cluster-sector.svg
Multi-cluster-sector,black,https://raw.githubusercontent.com/UN-OCHA/humanitarian-icons/main/SVG/black/Multi-cluster-sector.svg
Multi-cluster-sector,white,https://raw.githubusercontent.com/UN-OCHA/humanitarian-icons/main/SVG/white/Multi-cluster-sector.svg
Murder,UN-blue,https://raw.githubusercontent.com/UN-OCHA/humanitarian-icons/main/SVG/UN-blue/Murder.svg
Murder,black,https://raw.githubusercontent.com/UN-OCHA/humanitarian-icons/main/SVG/black/Murder.svg
Murder,white,https://raw.githubusercontent.com/UN-OCHA/humanitarian-icons/main/SVG/white/Murder.svg
National-army,UN-blue,https://raw.githubusercontent.com/UN-OCHA/humanitarian-icons/main/SVG/UN-blue/National-army.svg
National-army,black,https://raw.githubusercontent.com/UN-OCHA/humanitarian-icons/main/SVG/black/National-army.svg
National-army,white,https://raw.githubusercontent.com/UN-OCHA/humanitarian-icons/main/SVG/white/National-army.svg
Needs-assessment,UN-blue,https://raw.githubusercontent.com/UN-OCHA/humanitarian-icons/main/SVG/UN-blue/Needs-assessment.svg
Needs-assessment,black,https://raw.githubusercontent.com/UN-OCHA/humanitarian-icons/main/SVG/black/Needs-assessment.svg
Needs-assessment,white,https://raw.githubusercontent.com/UN-OCHA/humanitarian-icons/main/SVG/white/Needs-assessment.svg
Next-item,UN-blue,https://raw.githubusercontent.com/UN-OCHA/humanitarian-icons/main/SVG/UN-blue/Next-item.svg
Next-item,black,https://raw.githubusercontent.com/UN-OCHA/humanitarian-icons/main/SVG/black/Next-item.svg
Next-item,white,https://raw.githubusercontent.com/UN-OCHA/humanitarian-icons/main/SVG/white/Next-item.svg
NGO-office,UN-blue,https://raw.githubusercontent.com/UN-OCHA/humanitarian-icons/main/SVG/UN-blue/NGO-office.svg
NGO-office,black,https://raw.githubusercontent.com/UN-OCHA/humanitarian-icons/main/SVG/black/NGO-office.svg
NGO-office,white,https://raw.githubusercontent.com/UN-OCHA/humanitarian-icons/main/SVG/white/NGO-office.svg
Non-food-items-2,UN-blue,https://raw.githubusercontent.com/UN-OCHA/humanitarian-icons/main/SVG/UN-blue/Non-food-items-2.svg
Non-food-items-2,black,https://raw.githubusercontent.com/UN-OCHA/humanitarian-icons/main/SVG/black/Non-food-items-2.svg
Non-food-items-2,white,https://raw.githubusercontent.com/UN-OCHA/humanitarian-icons/main/SVG/white/Non-food-items-2.svg
Non-food-items,UN-blue,https://raw.githubusercontent.com/UN-OCHA/humanitarian-icons/main/SVG/UN-blue/Non-food-items.svg
Non-food-items,black,https://raw.githubusercontent.com/UN-OCHA/humanitarian-icons/main/SVG/black/Non-food-items.svg
Non-food-items,white,https://raw.githubusercontent.com/UN-OCHA/humanitarian-icons/main/SVG/white/Non-food-items.svg
Not-affected,UN-blue,https://raw.githubusercontent.com/UN-OCHA/humanitarian-icons/main/SVG/UN-blue/Not-affected.svg
Not-affected,black,https://raw.githubusercontent.com/UN-OCHA/humanitarian-icons/main/SVG/black/Not-affected.svg
Not-affected,white,https://raw.githubusercontent.com/UN-OCHA/humanitarian-icons/main/SVG/white/Not-affected.svg
Not-infected,UN-blue,https://raw.githubusercontent.com/UN-OCHA/humanitarian-icons/main/SVG/UN-blue/Not-infected.svg
Not-infected,black,https://raw.githubusercontent.com/UN-OCHA/humanitarian-icons/main/SVG/black/Not-infected.svg
Not-infected,white,https://raw.githubusercontent.com/UN-OCHA/humanitarian-icons/main/SVG/white/Not-infected.svg
Not-secured,UN-blue,https://raw.githubusercontent.com/UN-OCHA/humanitarian-icons/main/SVG/UN-blue/Not-secured.svg
Not-secured,black,https://raw.githubusercontent.com/UN-OCHA/humanitarian-icons/main/SVG/black/Not-secured.svg
Not-secured,white,https://raw.githubusercontent.com/UN-OCHA/humanitarian-icons/main/SVG/white/Not-secured.svg
Notification,UN-blue,https://raw.githubusercontent.com/UN-OCHA/humanitarian-icons/main/SVG/UN-blue/Notification.svg
Notification,black,https://raw.githubusercontent.com/UN-OCHA/humanitarian-icons/main/SVG/black/Notification.svg
Notification,white,https://raw.githubusercontent.com/UN-OCHA/humanitarian-icons/main/SVG/white/Notification.svg
Nutrition,UN-blue,https://raw.githubusercontent.com/UN-OCHA/humanitarian-icons/main/SVG/UN-blue/Nutrition.svg
Nutrition,black,https://raw.githubusercontent.com/UN-OCHA/humanitarian-icons/main/SVG/black/Nutrition.svg
Nutrition,white,https://raw.githubusercontent.com/UN-OCHA/humanitarian-icons/main/SVG/white/Nutrition.svg
Observation-tower,UN-blue,https://raw.githubusercontent.com/UN-OCHA/humanitarian-icons/main/SVG/UN-blue/Observation-tower.svg
Observation-tower,black,https://raw.githubusercontent.com/UN-OCHA/humanitarian-icons/main/SVG/black/Observation-tower.svg
Observation-tower,white,https://raw.githubusercontent.com/UN-OCHA/humanitarian-icons/main/SVG/white/Observation-tower.svg
Oil-facility,UN-blue,https://raw.githubusercontent.com/UN-OCHA/humanitarian-icons/main/SVG/UN-blue/Oil-facility.svg
Oil-facility,black,https://raw.githubusercontent.com/UN-OCHA/humanitarian-icons/main/SVG/black/Oil-facility.svg
Oil-facility,white,https://raw.githubusercontent.com/UN-OCHA/humanitarian-icons/main/SVG/white/Oil-facility.svg
Oil,UN-blue,https://raw.githubusercontent.com/UN-OCHA/humanitarian-icons/main/SVG/UN-blue/Oil.svg
Oil,black,https://raw.githubusercontent.com/UN-OCHA/humanitarian-icons/main/SVG/black/Oil.svg
Oil,white,https://raw.githubusercontent.com/UN-OCHA/humanitarian-icons/main/SVG/white/Oil.svg
Out-of-platform,UN-blue,https://raw.githubusercontent.com/UN-OCHA/humanitarian-icons/main/SVG/UN-blue/Out-of-platform.svg
Out-of-platform,black,https://raw.githubusercontent.com/UN-OCHA/humanitarian-icons/main/SVG/black/Out-of-platform.svg
Out-of-platform,white,https://raw.githubusercontent.com/UN-OCHA/humanitarian-icons/main/SVG/white/Out-of-platform.svg
P-code,UN-blue,https://raw.githubusercontent.com/UN-OCHA/humanitarian-icons/main/SVG/UN-blue/P-code.svg
P-code,black,https://raw.githubusercontent.com/UN-OCHA/humanitarian-icons/main/SVG/black/P-code.svg
P-code,white,https://raw.githubusercontent.com/UN-OCHA/humanitarian-icons/main/SVG/white/P-code.svg
Partnership,UN-blue,https://raw.githubusercontent.com/UN-OCHA/humanitarian-icons/main/SVG/UN-blue/Partnership.svg
Partnership,black,https://raw.githubusercontent.com/UN-OCHA/humanitarian-icons/main/SVG/black/Partnership.svg
Partnership,white,https://raw.githubusercontent.com/UN-OCHA/humanitarian-icons/main/SVG/white/Partnership.svg
Password,UN-blue,https://raw.githubusercontent.com/UN-OCHA/humanitarian-icons/main/SVG/UN-blue/Password.svg
Password,black,https://raw.githubusercontent.com/UN-OCHA/humanitarian-icons/main/SVG/black/Password.svg
Password,white,https://raw.githubusercontent.com/UN-OCHA/humanitarian-icons/main/SVG/white/Password.svg
Pause,UN-blue,https://raw.githubusercontent.com/UN-OCHA/humanitarian-icons/main/SVG/UN-blue/Pause.svg
Pause,black,https://raw.githubusercontent.com/UN-OCHA/humanitarian-icons/main/SVG/black/Pause.svg
Pause,white,https://raw.githubusercontent.com/UN-OCHA/humanitarian-icons/main/SVG/white/Pause.svg
PDF-file,UN-blue,https://raw.githubusercontent.com/UN-OCHA/humanitarian-icons/main/SVG/UN-blue/PDF-file.svg
PDF-file,black,https://raw.githubusercontent.com/UN-OCHA/humanitarian-icons/main/SVG/black/PDF-file.svg
PDF-file,white,https://raw.githubusercontent.com/UN-OCHA/humanitarian-icons/main/SVG/white/PDF-file.svg
Peacekeeping-force,UN-blue,https://raw.githubusercontent.com/UN-OCHA/humanitarian-icons/main/SVG/UN-blue/Peacekeeping-force.svg
Peacekeeping-force,black,https://raw.githubusercontent.com/UN-OCHA/humanitarian-icons/main/SVG/black/Peacekeeping-force.svg
Peacekeeping-force,white,https://raw.githubusercontent.com/UN-OCHA/humanitarian-icons/main/SVG/white/Peacekeeping-force.svg
People-affected,UN-blue,https://raw.githubusercontent.com/UN-OCHA/humanitarian-icons/main/SVG/UN-blue/People-affected.svg
People-affected,black,https://raw.githubusercontent.com/UN-OCHA/humanitarian-icons/main/SVG/black/People-affected.svg
