Icon Name,Variant,URL
CSV-file,black,https://raw.githubusercontent.com/UN-OCHA/humanitarian-icons/main/SVG/black/CSV-file.svg
CSV-file,white,https://raw.githubusercontent.com/UN-OCHA/humanitarian-icons/main/SVG/white/CSV-file.svg
Cyclone,UN-blue,https://raw.githubusercontent.com/UN-OCHA/humanitarian-icons/main/SVG/UN-blue/Cyclone.svg
Cyclone,black,https://raw.githubusercontent.com/UN-OCHA/humanitarian-icons/main/SVG/black/Cyclone.svg
Cyclone,white,https://raw.githubusercontent.com/UN-OCHA/humanitarian-icons/main/SVG/white/Cyclone.svg
Damaged-Affected,UN-blue,https://raw.githubusercontent.com/UN-OCHA/humanitarian-icons/main/SVG/UN-blue/Damaged-Affected.svg
Damaged-Affected,black,https://raw.githubusercontent.com/UN-OCHA/humanitarian-icons/main/SVG/black/Damaged-Affected.svg
Damaged-Affected,white,https://raw.githubusercontent.com/UN-OCHA/humanitarian-icons/main/SVG/white/Damaged-Affected.svg
Dangerous-area,UN-blue,https://raw.githubusercontent.com/UN-OCHA/humanitarian-icons/main/SVG/UN-blue/Dangerous-area.svg
Dangerous-area,black,https://raw.githubusercontent.com/UN-OCHA/humanitarian-icons/main/SVG/black/Dangerous-area.svg
Dangerous-area,white,https://raw.githubusercontent.com/UN-OCHA/humanitarian-icons/main/SVG/white/Dangerous-area.svg
Data,UN-blue,https://raw.githubusercontent.com/UN-OCHA/humanitarian-icons/main/SVG/UN-blue/Data.svg
Data,black,https://raw.githubusercontent.com/UN-OCHA/humanitarian-icons/main/SVG/black/Data.svg
Data,white,https://raw.githubusercontent.com/UN-OCHA/humanitarian-icons/main/SVG/white/Data.svg
Dead,UN-blue,https://raw.githubusercontent.com/UN-OCHA/humanitarian-icons/main/SVG/UN-blue/Dead.svg
Dead,black,https://raw.githubusercontent.com/UN-OCHA/humanitarian-icons/main/SVG/black/Dead.svg
Dead,white,https://raw.githubusercontent.com/UN-OCHA/humanitarian-icons/main/SVG/white/Dead.svg
Debris-management,UN-blue,https://raw.githubusercontent.com/UN-OCHA/humanitarian-icons/main/SVG/UN-blue/Debris-management.svg
Debris-management,black,https://raw.githubusercontent.com/UN-OCHA/humanitarian-icons/main/SVG/black/Debris-management.svg
Debris-management,white,https://raw.githubusercontent.com/UN-OCHA/humanitarian-icons/main/SVG/white/Debris-management.svg
Delete-account,UN-blue,https://raw.githubusercontent.com/UN-OCHA/humanitarian-icons/main/SVG/UN-blue/Delete-account.svg
Delete-account,black,https://raw.githubusercontent.com/UN-OCHA/humanitarian-icons/main/SVG/black/Delete-account.svg
Delete-account,white,https://raw.githubusercontent.com/UN-OCHA/humanitarian-icons/main/SVG/white/Delete-account.svg
Deployment,UN-blue,https://raw.githubusercontent.com/UN-OCHA/humanitarian-icons/main/SVG/UN-blue/Deployment.svg
Deployment,black,https://raw.githubusercontent.com/UN-OCHA/humanitarian-icons/main/SVG/black/Deployment.svg
Deployment,white,https://raw.githubusercontent.com/UN-OCHA/humanitarian-icons/main/SVG/white/Deployment.svg
Destroyed,UN-blue,https://raw.githubusercontent.com/UN-OCHA/humanitarian-icons/main/SVG/UN-blue/Destroyed.svg
Destroyed,black,https://raw.githubusercontent.com/UN-OCHA/humanitarian-icons/main/SVG/black/Destroyed.svg
Destroyed,white,https://raw.githubusercontent.com/UN-OCHA/humanitarian-icons/main/SVG/white/Destroyed.svg
Detergent,UN-blue,https://raw.githubusercontent.com/UN-OCHA/humanitarian-icons/main/SVG/UN-blue/Detergent.svg
Detergent,black,https://raw.githubusercontent.com/UN-OCHA/humanitarian-icons/main/SVG/black/Detergent.svg
Detergent,white,https://raw.githubusercontent.com/UN-OCHA/humanitarian-icons/main/SVG/white/Detergent.svg
Diplomatic-mission,UN-blue,https://raw.githubusercontent.com/UN-OCHA/humanitarian-icons/main/SVG/UN-blue/Diplomatic-mission.svg
Diplomatic-mission,black,https://raw.githubusercontent.com/UN-OCHA/humanitarian-icons/main/SVG/black/Diplomatic-mission.svg
Diplomatic-mission,white,https://raw.githubusercontent.com/UN-OCHA/humanitarian-icons/main/SVG/white/Diplomatic-mission.svg
Distribution-site,UN-blue,https://raw.githubusercontent.com/UN-OCHA/humanitarian-icons/main/SVG/UN-blue/Distribution-site.svg
Distribution-site,black,https://raw.githubusercontent.com/UN-OCHA/humanitarian-icons/main/SVG/black/Distribution-site.svg
Distribution-site,white,https://raw.githubusercontent.com/UN-OCHA/humanitarian-icons/main/SVG/white/Distribution-site.svg
Doctor,UN-blue,https://raw.githubusercontent.com/UN-OCHA/humanitarian-icons/main/SVG/UN-blue/Doctor.svg
Doctor,black,https://raw.githubusercontent.com/UN-OCHA/humanitarian-icons/main/SVG/black/Doctor.svg
Doctor,white,https://raw.githubusercontent.com/UN-OCHA/humanitarian-icons/main/SVG/white/Doctor.svg
Document,UN-blue,https://raw.githubusercontent.com/UN-OCHA/humanitarian-icons/main/SVG/UN-blue/Document.svg
Document,black,https://raw.githubusercontent.com/UN-OCHA/humanitarian-icons/main/SVG/black/Document.svg
Document,white,https://raw.githubusercontent.com/UN-OCHA/humanitarian-icons/main/SVG/white/Document.svg
DOCX-file,UN-blue,https://raw.githubusercontent.com/UN-OCHA/humanitarian-icons/main/SVG/UN-blue/DOCX-file.svg
DOCX-file,black,https://raw.githubusercontent.com/UN-OCHA/humanitarian-icons/main/SVG/black/DOCX-file.svg
DOCX-file,white,https://raw.githubusercontent.com/UN-OCHA/humanitarian-icons/main/SVG/white/DOCX-file.svg
Down,UN-blue,https://raw.githubusercontent.com/UN-OCHA/humanitarian-icons/main/SVG/UN-blue/Down.svg
Down,black,https://raw.githubusercontent.com/UN-OCHA/humanitarian-icons/main/SVG/black/Down.svg
Down,white,https://raw.githubusercontent.com/UN-OCHA/humanitarian-icons/main/SVG/white/Down.svg
Download,UN-blue,https://raw.githubusercontent.com/UN-OCHA/humanitarian-icons/main/SVG/UN-blue/Download.svg
Download,black,https://raw.githubusercontent.com/UN-OCHA/humanitarian-icons/main/SVG/black/Download.svg
Download,white,https://raw.githubusercontent.com/UN-OCHA/humanitarian-icons/main/SVG/white/Download.svg
Drought,UN-blue,https://raw.githubusercontent.com/UN-OCHA/humanitarian-icons/main/SVG/UN-blue/Drought.svg
Drought,black,https://raw.githubusercontent.com/UN-OCHA/humanitarian-icons/main/SVG/black/Drought.svg
Drought,white,https://raw.githubusercontent.com/UN-OCHA/humanitarian-icons/main/SVG/white/Drought.svg
Drowned,UN-blue,https://raw.githubusercontent.com/UN-OCHA/humanitarian-icons/main/SVG/UN-blue/Drowned.svg
Drowned,black,https://raw.githubusercontent.com/UN-OCHA/humanitarian-icons/main/SVG/black/Drowned.svg
Drowned,white,https://raw.githubusercontent.com/UN-OCHA/humanitarian-icons/main/SVG/white/Drowned.svg
E-mail,UN-blue,https://raw.githubusercontent.com/UN-OCHA/humanitarian-icons/main/SVG/UN-blue/E-mail.svg
E-mail,black,https://raw.githubusercontent.com/UN-OCHA/humanitarian-icons/main/SVG/black/E-mail.svg
E-mail,white,https://raw.githubusercontent.com/UN-OCHA/humanitarian-icons/main/SVG/white/E-mail.svg
Early-Recovery,UN-blue,https://raw.githubusercontent.com/UN-OCHA/humanitarian-icons/main/SVG/UN-blue/Early-Recovery.svg
Early-Recovery,black,https://raw.githubusercontent.com/UN-OCHA/humanitarian-icons/main/SVG/black/Early-Recovery.svg
Early-Recovery,white,https://raw.githubusercontent.com/UN-OCHA/humanitarian-icons/main/SVG/white/Early-Recovery.svg
Earthmound,UN-blue,https://raw.githubusercontent.com/UN-OCHA/humanitarian-icons/main/SVG/UN-blue/Earthmound.svg
Earthmound,black,https://raw.githubusercontent.com/UN-OCHA/humanitarian-icons/main/SVG/black/Earthmound.svg
Earthmound,white,https://raw.githubusercontent.com/UN-OCHA/humanitarian-icons/main/SVG/white/Earthmound.svg
Earthquake,UN-blue,https://raw.githubusercontent.com/UN-OCHA/humanitarian-icons/main/SVG/UN-blue/Earthquake.svg
Earthquake,black,https://raw.githubusercontent.com/UN-OCHA/humanitarian-icons/main/SVG/black/Earthquake.svg
Earthquake,white,https://raw.githubusercontent.com/UN-OCHA/humanitarian-icons/main/SVG/white/Earthquake.svg
Edit,UN-blue,https://raw.githubusercontent.com/UN-OCHA/humanitarian-icons/main/SVG/UN-blue/Edit.svg
Edit,black,https://raw.githubusercontent.com/UN-OCHA/humanitarian-icons/main/SVG/black/Edit.svg
Edit,white,https://raw.githubusercontent.com/UN-OCHA/humanitarian-icons/main/SVG/white/Edit.svg
Education,UN-blue,https://raw.githubusercontent.com/UN-OCHA/humanitarian-icons/main/SVG/UN-blue/Education.svg
Education,black,https://raw.githubusercontent.com/UN-OCHA/humanitarian-icons/main/SVG/black/Education.svg
Education,white,https://raw.githubusercontent.com/UN-OCHA/humanitarian-icons/main/SVG/white/Education.svg
Elderly,UN-blue,https://raw.githubusercontent.com/UN-OCHA/humanitarian-icons/main/SVG/UN-blue/Elderly.svg
Elderly,black,https://raw.githubusercontent.com/UN-OCHA/humanitarian-icons/main/SVG/black/Elderly.svg
Elderly,white,https://raw.githubusercontent.com/UN-OCHA/humanitarian-icons/main/SVG/white/Elderly.svg
Emergency-Telecommunications,UN-blue,https://raw.githubusercontent.com/UN-OCHA/humanitarian-icons/main/SVG/UN-blue/Emergency-Telecommunications.svg
Emergency-Telecommunications,black,https://raw.githubusercontent.com/UN-OCHA/humanitarian-icons/main/SVG/black/Emergency-Telecommunications.svg
Emergency-Telecommunications,white,https://raw.githubusercontent.com/UN-OCHA/humanitarian-icons/main/SVG/white/Emergency-Telecommunications.svg
Environment,UN-blue,https://raw.githubusercontent.com/UN-OCHA/humanitarian-icons/main/SVG/UN-blue/Environment.svg
Environment,black,https://raw.githubusercontent.com/UN-OCHA/humanitarian-icons/main/SVG/black/Environment.svg
Environment,white,https://raw.githubusercontent.com/UN-OCHA/humanitarian-icons/main/SVG/white/Environment.svg
Epidemic,UN-blue,https://raw.githubusercontent.com/UN-OCHA/humanitarian-icons/main/SVG/UN-blue/Epidemic.svg
Epidemic,black,https://raw.githubusercontent.com/UN-OCHA/humanitarian-icons/main/SVG/black/Epidemic.svg
Epidemic,white,https://raw.githubusercontent.com/UN-OCHA/humanitarian-icons/main/SVG/white/Epidemic.svg
Exit-Cancel,UN-blue,https://raw.githubusercontent.com/UN-OCHA/humanitarian-icons/main/SVG/UN-blue/Exit-Cancel.svg
Exit-Cancel,black,https://raw.githubusercontent.com/UN-OCHA/humanitarian-icons/main/SVG/black/Exit-Cancel.svg
Exit-Cancel,white,https://raw.githubusercontent.com/UN-OCHA/humanitarian-icons/main/SVG/white/Exit-Cancel.svg
Expand-down,UN-blue,https://raw.githubusercontent.com/UN-OCHA/humanitarian-icons/main/SVG/UN-blue/Expand-down.svg
Expand-down,black,https://raw.githubusercontent.com/UN-OCHA/humanitarian-icons/main/SVG/black/Expand-down.svg
Expand-down,white,https://raw.githubusercontent.com/UN-OCHA/humanitarian-icons/main/SVG/white/Expand-down.svg
Expand-left,UN-blue,https://raw.githubusercontent.com/UN-OCHA/humanitarian-icons/main/SVG/UN-blue/Expand-left.svg
Expand-left,black,https://raw.githubusercontent.com/UN-OCHA/humanitarian-icons/main/SVG/black/Expand-left.svg
Expand-left,white,https://raw.githubusercontent.com/UN-OCHA/humanitarian-icons/main/SVG/white/Expand-left.svg
Expand-right,UN-blue,https://raw.githubusercontent.com/UN-OCHA/humanitarian-icons/main/SVG/UN-blue/Expand-right.svg
Expand-right,black,https://raw.githubusercontent.com/UN-OCHA/humanitarian-icons/main/SVG/black/Expand-right.svg
Expand-right,white,https://raw.githubusercontent.com/UN-OCHA/humanitarian-icons/main/SVG/white/Expand-right.svg
Expand-up,UN-blue,https://raw.githubusercontent.com/UN-OCHA/humanitarian-icons/main/SVG/UN-blue/Expand-up.svg
Expand-up,black,https://raw.githubusercontent.com/UN-OCHA/humanitarian-icons/main/SVG/black/Expand-up.svg
Expand-up,white,https://raw.githubusercontent.com/UN-OCHA/humanitarian-icons/main/SVG/white/Expand-up.svg
Famine,UN-blue,https://raw.githubusercontent.com/UN-OCHA/humanitarian-icons/main/SVG/UN-blue/Famine.svg
Famine,black,https://raw.githubusercontent.com/UN-OCHA/humanitarian-icons/main/SVG/black/Famine.svg
Famine,white,https://raw.githubusercontent.com/UN-OCHA/humanitarian-icons/main/SVG/white/Famine.svg
Favourite,UN-blue,https://raw.githubusercontent.com/UN-OCHA/humanitarian-icons/main/SVG/UN-blue/Favourite.svg
Favourite,black,https://raw.githubusercontent.com/UN-OCHA/humanitarian-icons/main/SVG/black/Favourite.svg
Favourite,white,https://raw.githubusercontent.com/UN-OCHA/humanitarian-icons/main/SVG/white/Favourite.svg
Fax,UN-blue,https://raw.githubusercontent.com/UN-OCHA/humanitarian-icons/main/SVG/UN-blue/Fax.svg
Fax,black,https://raw.githubusercontent.com/UN-OCHA/humanitarian-icons/main/SVG/black/Fax.svg
Fax,white,https://raw.githubusercontent.com/UN-OCHA/humanitarian-icons/main/SVG/white/Fax.svg
Ferry,UN-blue,https://raw.githubusercontent.com/UN-OCHA/humanitarian-icons/main/SVG/UN-blue/Ferry.svg
Ferry,black,https://raw.githubusercontent.com/UN-OCHA/humanitarian-icons/main/SVG/black/Ferry.svg
Ferry,white,https://raw.githubusercontent.com/UN-OCHA/humanitarian-icons/main/SVG/white/Ferry.svg
Film,UN-blue,https://raw.githubusercontent.com/UN-OCHA/humanitarian-icons/main/SVG/UN-blue/Film.svg
Film,black,https://raw.githubusercontent.com/UN-OCHA/humanitarian-icons/main/SVG/black/Film.svg
Film,white,https://raw.githubusercontent.com/UN-OCHA/humanitarian-icons/main/SVG/white/Film.svg
Filter,UN-blue,https://raw.githubusercontent.com/UN-OCHA/humanitarian-icons/main/SVG/UN-blue/Filter.svg
Filter,black,https://raw.githubusercontent.com/UN-OCHA/humanitarian-icons/main/SVG/black/Filter.svg
Filter,white,https://raw.githubusercontent.com/UN-OCHA/humanitarian-icons/main/SVG/white/Filter.svg
Financing,UN-blue,https://raw.githubusercontent.com/UN-OCHA/humanitarian-icons/main/SVG/UN-blue/Financing.svg
Financing,black,https://raw.githubusercontent.com/UN-OCHA/humanitarian-icons/main/SVG/black/Financing.svg
Financing,white,https://raw.githubusercontent.com/UN-OCHA/humanitarian-icons/main/SVG/white/Financing.svg
Fire,UN-blue,https://raw.githubusercontent.com/UN-OCHA/humanitarian-icons/main/SVG/UN-blue/Fire.svg
Fire,black,https://raw.githubusercontent.com/UN-OCHA/humanitarian-icons/main/SVG/black/Fire.svg
Fire,white,https://raw.githubusercontent.com/UN-OCHA/humanitarian-icons/main/SVG/white/Fire.svg
Fishery,UN-blue,https://raw.githubusercontent.com/UN-OCHA/humanitarian-icons/main/SVG/UN-blue/Fishery.svg
Fishery,black,https://raw.githubusercontent.com/UN-OCHA/humanitarian-icons/main/SVG/black/Fishery.svg
Fishery,white,https://raw.githubusercontent.com/UN-OCHA/humanitarian-icons/main/SVG/white/Fishery.svg
Flash-flood,UN-blue,https://raw.githubusercontent.com/UN-OCHA/humanitarian-icons/main/SVG/UN-blue/Flash-flood.svg
Flash-flood,black,https://raw.githubusercontent.com/UN-OCHA/humanitarian-icons/main/SVG/black/Flash-flood.svg
Flash-flood,white,https://raw.githubusercontent.com/UN-OCHA/humanitarian-icons/main/SVG/white/Flash-flood.svg
Flood,UN-blue,https://raw.githubusercontent.com/UN-OCHA/humanitarian-icons/main/SVG/UN-blue/Flood.svg
Flood,black,https://raw.githubusercontent.com/UN-OCHA/humanitarian-icons/main/SVG/black/Flood.svg
Flood,white,https://raw.githubusercontent.com/UN-OCHA/humanitarian-icons/main/SVG/white/Flood.svg
Flour,UN-blue,https://raw.githubusercontent.com/UN-OCHA/humanitarian-icons/main/SVG/UN-blue/Flour.svg
Flour,black,https://raw.githubusercontent.com/UN-OCHA/humanitarian-icons/main/SVG/black/Flour.svg
Flour,white,https://raw.githubusercontent.com/UN-OCHA/humanitarian-icons/main/SVG/white/Flour.svg
Folder,UN-blue,https://raw.githubusercontent.com/UN-OCHA/humanitarian-icons/main/SVG/UN-blue/Folder.svg
Folder,black,https://raw.githubusercontent.com/UN-OCHA/humanitarian-icons/main/SVG/black/Folder.svg
Folder,white,https://raw.githubusercontent.com/UN-OCHA/humanitarian-icons/main/SVG/white/Folder.svg
Food-Security,UN-blue,https://raw.githubusercontent.com/UN-OCHA/humanitarian-icons/main/SVG/UN-blue/Food-Security.svg
Food-Security,black,https://raw.githubusercontent.com/UN-OCHA/humanitarian-icons/main/SVG/black/Food-Security.svg
Food-Security,white,https://raw.githubusercontent.com/UN-OCHA/humanitarian-icons/main/SVG/white/Food-Security.svg
Food-warehouse,UN-blue,https://raw.githubusercontent.com/UN-OCHA/humanitarian-icons/main/SVG/UN-blue/Food-warehouse.svg
Food-warehouse,black,https://raw.githubusercontent.com/UN-OCHA/humanitarian-icons/main/SVG/black/Food-warehouse.svg
Food-warehouse,white,https://raw.githubusercontent.com/UN-OCHA/humanitarian-icons/main/SVG/white/Food-warehouse.svg
Food,UN-blue,https://raw.githubusercontent.com/UN-OCHA/humanitarian-icons/main/SVG/UN-blue/Food.svg
Food,black,https://raw.githubusercontent.com/UN-OCHA/humanitarian-icons/main/SVG/black/Food.svg
Food,white,https://raw.githubusercontent.com/UN-OCHA/humanitarian-icons/main/SVG/white/Food.svg
Forced-entry,UN-blue,https://raw.githubusercontent.com/UN-OCHA/humanitarian-icons/main/SVG/UN-blue/Forced-entry.svg
Forced-entry,black,https://raw.githubusercontent.com/UN-OCHA/humanitarian-icons/main/SVG/black/Forced-entry.svg
Forced-entry,white,https://raw.githubusercontent.com/UN-OCHA/humanitarian-icons/main/SVG/white/Forced-entry.svg
Forced-recruitment,UN-blue,https://raw.githubusercontent.com/UN-OCHA/humanitarian-icons/main/SVG/UN-blue/Forced-recruitment.svg
Forced-recruitment,black,https://raw.githubusercontent.com/UN-OCHA/humanitarian-icons/main/SVG/black/Forced-recruitment.svg
Forced-recruitment,white,https://raw.githubusercontent.com/UN-OCHA/humanitarian-icons/main/SVG/white/Forced-recruitment.svg
Fund,UN-blue,https://raw.githubusercontent.com/UN-OCHA/humanitarian-icons/main/SVG/UN-blue/Fund.svg
Fund,black,https://raw.githubusercontent.com/UN-OCHA/humanitarian-icons/main/SVG/black/Fund.svg
Fund,white,https://raw.githubusercontent.com/UN-OCHA/humanitarian-icons/main/SVG/white/Fund.svg
Gap-analysis,UN-blue,https://raw.githubusercontent.com/UN-OCHA/humanitarian-icons/main/SVG/UN-blue/Gap-analysis.svg
Gap-analysis,black,https://raw.githubusercontent.com/UN-OCHA/humanitarian-icons/main/SVG/black/Gap-analysis.svg
Gap-analysis,white,https://raw.githubusercontent.com/UN-OCHA/humanitarian-icons/main/SVG/white/Gap-analysis.svg
Gas-station,UN-blue,https://raw.githubusercontent.com/UN-OCHA/humanitarian-icons/main/SVG/UN-blue/Gas-station.svg
Gas-station,black,https://raw.githubusercontent.com/UN-OCHA/humanitarian-icons/main/SVG/black/Gas-station.svg
Gas-station,white,https://raw.githubusercontent.com/UN-OCHA/humanitarian-icons/main/SVG/white/Gas-station.svg
Gender-based-violence,UN-blue,https://raw.githubusercontent.com/UN-OCHA/humanitarian-icons/main/SVG/UN-blue/Gender-based-violence.svg
Gender-based-violence,black,https://raw.githubusercontent.com/UN-OCHA/humanitarian-icons/main/SVG/black/Gender-based-violence.svg
Gender-based-violence,white,https://raw.githubusercontent.com/UN-OCHA/humanitarian-icons/main/SVG/white/Gender-based-violence.svg
Gender,UN-blue,https://raw.githubusercontent.com/UN-OCHA/humanitarian-icons/main/SVG/UN-blue/Gender.svg
Gender,black,https://raw.githubusercontent.com/UN-OCHA/humanitarian-icons/main/SVG/black/Gender.svg
Gender,white,https://raw.githubusercontent.com/UN-OCHA/humanitarian-icons/main/SVG/white/Gender.svg
Go,UN-blue,https://raw.githubusercontent.com/UN-OCHA/humanitarian-icons/main/SVG/UN-blue/Go.svg
Go,black,https://raw.githubusercontent.com/UN-OCHA/humanitarian-icons/main/SVG/black/Go.svg
Go,white,https://raw.githubusercontent.com/UN-OCHA/humanitarian-icons/main/SVG/white/Go.svg
Government-office,UN-blue,https://raw.githubusercontent.com/UN-OCHA/humanitarian-icons/main/SVG/UN-blue/Government-office.svg
Government-office,black,https://raw.githubusercontent.com/UN-OCHA/humanitarian-icons/main/SVG/black/Government-office.svg
Government-office,white,https://raw.githubusercontent.com/UN-OCHA/humanitarian-icons/main/SVG/white/Government-office.svg
Group,UN-blue,https://raw.githubusercontent.com/UN-OCHA/humanitarian-icons/main/SVG/UN-blue/Group.svg
Group,black,https://raw.githubusercontent.com/UN-OCHA/humanitarian-icons/main/SVG/black/Group.svg
Group,white,https://raw.githubusercontent.com/UN-OCHA/humanitarian-icons/main/SVG/white/Group.svg
Handwashing,UN-blue,https://raw.githubusercontent.com/UN-OCHA/humanitarian-icons/main/SVG/UN-blue/Handwashing.svg
Handwashing,black,https://raw.githubusercontent.com/UN-OCHA/humanitarian-icons/main/SVG/black/Handwashing.svg
Handwashing,white,https://raw.githubusercontent.com/UN-OCHA/humanitarian-icons/main/SVG/white/Handwashing.svg
Harassment-intimidation,UN-blue,https://raw.githubusercontent.com/UN-OCHA/humanitarian-icons/main/SVG/UN-blue/Harassment-intimidation.svg
Harassment-intimidation,black,https://raw.githubusercontent.com/UN-OCHA/humanitarian-icons/main/SVG/black/Harassment-intimidation.svg
Harassment-intimidation,white,https://raw.githubusercontent.com/UN-OCHA/humanitarian-icons/main/SVG/white/Harassment-intimidation.svg
Health-facility-affected,UN-blue,https://raw.githubusercontent.com/UN-OCHA/humanitarian-icons/main/SVG/UN-blue/Health-facility-affected.svg
Health-facility-affected,black,https://raw.githubusercontent.com/UN-OCHA/humanitarian-icons/main/SVG/black/Health-facility-affected.svg
Health-facility-affected,white,https://raw.githubusercontent.com/UN-OCHA/humanitarian-icons/main/SVG/white/Health-facility-affected.svg
Health-facility-destroyed,UN-blue,https://raw.githubusercontent.com/UN-OCHA/humanitarian-icons/main/SVG/UN-blue/Health-facility-destroyed.svg
Health-facility-destroyed,black,https://raw.githubusercontent.com/UN-OCHA/humanitarian-icons/main/SVG/black/Health-facility-destroyed.svg
Health-facility-destroyed,white,https://raw.githubusercontent.com/UN-OCHA/humanitarian-icons/main/SVG/white/Health-facility-destroyed.svg
Health-facility-not-affected,UN-blue,https://raw.githubusercontent.com/UN-OCHA/humanitarian-icons/main/SVG/UN-blue/Health-facility-not-affected.svg
Health-facility-not-affected,black,https://raw.githubusercontent.com/UN-OCHA/humanitarian-icons/main/SVG/black/Health-facility-not-affected.svg
Health-facility-not-affected,white,https://raw.githubusercontent.com/UN-OCHA/humanitarian-icons/main/SVG/white/Health-facility-not-affected.svg
Health-facility,UN-blue,https://raw.githubusercontent.com/UN-OCHA/humanitarian-icons/main/SVG/UN-blue/Health-facility.svg
Health-facility,black,https://raw.githubusercontent.com/UN-OCHA/humanitarian-icons/main/SVG/black/Health-facility.svg
Health-facility,white,https://raw.githubusercontent.com/UN-OCHA/humanitarian-icons/main/SVG/white/Health-facility.svg
Health-post,UN-blue,https://raw.githubusercontent.com/UN-OCHA/humanitarian-icons/main/SVG/UN-blue/Health-post.svg
Health-post,black,https://raw.githubusercontent.com/UN-OCHA/humanitarian-icons/main/SVG/black/Health-post.svg
Health-post,white,https://raw.githubusercontent.com/UN-OCHA/humanitarian-icons/main/SVG/white/Health-post.svg
Health-worker,UN-blue,https://raw.githubusercontent.com/UN-OCHA/humanitarian-icons/main/SVG/UN-blue/Health-worker.svg
Health-worker,black,https://raw.githubusercontent.com/UN-OCHA/humanitarian-icons/main/SVG/black/Health-worker.svg
Health-worker,white,https://raw.githubusercontent.com/UN-OCHA/humanitarian-icons/main/SVG/white/Health-worker.svg
Health,UN-blue,https://raw.githubusercontent.com/UN-OCHA/humanitarian-icons/main/SVG/UN-blue/Health.svg
Health,black,https://raw.githubusercontent.com/UN-OCHA/humanitarian-icons/main/SVG/black/Health.svg
Health,white,https://raw.githubusercontent.com/UN-OCHA/humanitarian-icons/main/SVG/white/Health.svg
Heatwave,UN-blue,https://raw.githubusercontent.com/UN-OCHA/humanitarian-icons/main/SVG/UN-blue/Heatwave.svg
Heatwave,black,https://raw.githubusercontent.com/UN-OCHA/humanitarian-icons/main/SVG/black/Heatwave.svg
Heatwave,white,https://raw.githubusercontent.com/UN-OCHA/humanitarian-icons/main/SVG/white/Heatwave.svg
Heavy-rain,UN-blue,https://raw.githubusercontent.com/UN-OCHA/humanitarian-icons/main/SVG/UN-blue/Heavy-rain.svg
Heavy-rain,black,https://raw.githubusercontent.com/UN-OCHA/humanitarian-icons/main/SVG/black/Heavy-rain.svg
Heavy-rain,white,https://raw.githubusercontent.com/UN-OCHA/humanitarian-icons/main/SVG/white/Heavy-rain.svg
Helicopter,UN-blue,https://raw.githubusercontent.com/UN-OCHA/humanitarian-icons/main/SVG/UN-blue/Helicopter.svg
Helicopter,black,https://raw.githubusercontent.com/UN-OCHA/humanitarian-icons/main/SVG/black/Helicopter.svg
Helicopter,white,https://raw.githubusercontent.com/UN-OCHA/humanitarian-icons/main/SVG/white/Helicopter.svg
Helipad,UN-blue,https://raw.githubusercontent.com/UN-OCHA/humanitarian-icons/main/SVG/UN-blue/Helipad.svg
Helipad,black,https://raw.githubusercontent.com/UN-OCHA/humanitarian-icons/main/SVG/black/Helipad.svg
Helipad,white,https://raw.githubusercontent.com/UN-OCHA/humanitarian-icons/main/SVG/white/Helipad.svg
Help,UN-blue,https://raw.githubusercontent.com/UN-OCHA/humanitarian-icons/main/SVG/UN-blue/Help.svg
Help,black,https://raw.githubusercontent.com/UN-OCHA/humanitarian-icons/main/SVG/black/Help.svg
Help,white,https://raw.githubusercontent.com/UN-OCHA/humanitarian-icons/main/SVG/white/Help.svg
Hidden,UN-blue,https://raw.githubusercontent.com/UN-OCHA/humanitarian-icons/main/SVG/UN-blue/Hidden.svg
Hidden,black,https://raw.githubusercontent.com/UN-OCHA/humanitarian-icons/main/SVG/black/Hidden.svg
Hidden,white,https://raw.githubusercontent.com/UN-OCHA/humanitarian-icons/main/SVG/white/Hidden.svg
Hindu-temple,UN-blue,https://raw.githubusercontent.com/UN-OCHA/humanitarian-icons/main/SVG/UN-blue/Hindu-temple.svg
Hindu-temple,black,https://raw.githubusercontent.com/UN-OCHA/humanitarian-icons/main/SVG/black/Hindu-temple.svg
Hindu-temple,white,https://raw.githubusercontent.com/UN-OCHA/humanitarian-icons/main/SVG/white/Hindu-temple.svg
Hospital-bed,UN-blue,https://raw.githubusercontent.com/UN-OCHA/humanitarian-icons/main/SVG/UN-blue/Hospital-bed.svg
Hospital-bed,black,https://raw.githubusercontent.com/UN-OCHA/humanitarian-icons/main/SVG/black/Hospital-bed.svg
Hospital-bed,white,https://raw.githubusercontent.com/UN-OCHA/humanitarian-icons/main/SVG/white/Hospital-bed.svg
Hospital,UN-blue,https://raw.githubusercontent.com/UN-OCHA/humanitarian-icons/main/SVG/UN-blue/Hospital.svg
Hospital,black,https://raw.githubusercontent.com/UN-OCHA/humanitarian-icons/main/SVG/black/Hospital.svg
Hospital,white,https://raw.githubusercontent.com/UN-OCHA/humanitarian-icons/main/SVG/white/Hospital.svg
Hotel,UN-blue,https://raw.githubusercontent.com/UN-OCHA/humanitarian-icons/main/SVG/UN-blue/Hotel.svg
Hotel,black,https://raw.githubusercontent.com/UN-OCHA/humanitarian-icons/main/SVG/black/Hotel.svg
Hotel,white,https://raw.githubusercontent.com/UN-OCHA/humanitarian-icons/main/SVG/white/Hotel.svg
House-affected,UN-blue,https://raw.githubusercontent.com/UN-OCHA/humanitarian-icons/main/SVG/UN-blue/House-affected.svg
